# Семантическое ядро whalewzrd.com, версия 2 (23.09.2026)
# Источники: v1 — подсказки Google (KZ, UZ, UA, US, DE, AE) и Яндекса от 10.09; v2 — подсказки Google по 15 рынкам
# без России: KZ, UZ, BY, KG, TJ, AM, AZ, MD, UA, GE, IL, DE, US, AE, TR, с усиленными блоками «приложения», «инфобизнес» и 204 нишами.
# Вывод сбора: по русскоязычным запросам Google отдаёт почти одни и те же подсказки во всех странах; по рынкам различаются
# только запросы с гео-модификатором (колонка geo=1). Значит, страну надо закрывать не отдельными страницами, а упоминанием
# рынков в тексте и FAQ — отдельная страница под страну считается scaled content abuse.
# intent: commercial — готов купить; trust — ищет, кому доверить, или чинит проблему; tool — считает; howto — делает сам;
# definition — разбирается в терминах; informational — изучает тему. page — целевая страница; /blog — нужна статья.
# blocks: v1 | base | apps | infobiz | niche — из какого блока семян пришла фраза. regions — где Google её подсказал.
# Частотности нет и не будет: подсказки её не отдают, а выдуманные числа проекту запрещены.
query;intent;page;geo;blocks;regions;sources
аудит рекламных кампаний фейсбук пример;trust;/consult;0;v1;;yandex
аудит рекламы;trust;/consult;0;v1;;yandex
аудит рекламы это;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
аудит таргетированной рекламы;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
аудит google ads;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
в играх не работает реклама для получения бонусов;trust;/consult;0;v1;;yandex
вк реклама не работает;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
гугл реклама не работает;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
инстаграм реклама не работает;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как выбрать таргетолога;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как выбрать таргетолога форум;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить рекламу в инстаграм на русскоязычную аудиторию;trust;/consult;0;v1|base;ae|am|by|de|ge|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как проверить работу таргетолога;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как проверить таргетолога;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
консультация маркетолога;trust;/consult;0;v1;;yandex|google
консультация по рекламе;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
консультация по таргету;trust;/consult;0;v1;;google
консультация таргетолога;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
консультація таргетолога;trust;/consult;0;base;tr;google-v2
моя реклама не работает;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
не работает продвижение в инстаграм;trust;/consult;0;v1;;google
почему не работает реклама в фейсбук;trust;/consult;0;v1;;google
почему продвижение в инстаграм не работает;trust;/consult;0;v1;;google
почему реклама не работает;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
почему реклама не работает в инстаграм;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
реклама в инстаграм название аудитории что писать;trust;/consult;0;v1;;google
реклама в инстаграм не работает;trust;/consult;0;v1;;google
реклама в инстаграм одобрена но не работает;trust;/consult;0;v1;;google
реклама не окупается;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
реклама не работает;trust;/consult;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
что делать если реклама в инстаграм не работает;trust;/consult;0;v1;;google
google ads не работает;trust;/consult;0;v1;;google
google ads не работает в россии;trust;/consult;0;v1;;google
настройка рекламы с гарантией;trust;/faq;0;v1;;yandex
договор на ведение контекстной рекламы;trust;/google-ads;0;v1;;google
проверка рекламодателя google ads;trust;/google-ads;0;v1;;google
анастасия жук таргетолог отзывы;trust;/meta-ads;0;v1;;google|yandex
реклама в инстаграм отзывы;trust;/meta-ads;0;v1;;google
сбер таргет для бизнеса отзывы;trust;/meta-ads;0;v1;;yandex
таргетированная реклама отзывы;trust;/meta-ads;0;v1;;google
таргетолог отзывы;trust;/meta-ads;0;v1;;google|yandex
таргетолог отзывы о профессии;trust;/meta-ads;0;v1;;yandex
таргетолог отзывы форум;trust;/meta-ads;0;v1;;google
таргетолог отзывы форум беларусь;trust;/meta-ads;1;v1;;google
бюджет на рекламу как рассчитать;tool;/calculator;0;v1;;yandex
ltv формула;tool;/marketing-glossary;0;v1;;google
окупаемость рекламы формула;tool;/roi-calculator;0;base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google-v2
посчитать окупаемость рекламы;tool;/roi-calculator;0;base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google-v2
roi рекламы формула;tool;/roi-calculator;0;v1;;google
romi формула;tool;/roi-calculator;0;v1;;yandex
где найти клиентов;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
где найти клиентов для карточек вб;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
где найти клиентов для монтажа видео;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
где найти клиентов для создания карточек вб;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
где найти клиентов для создания сайта;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
где найти клиентов на банкротство;howto;/blog;0;v1;;yandex
где найти клиентов на бухгалтерское обслуживание;howto;/blog;0;v1;;google
где найти клиентов на карточки вб;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
где найти клиентов на маникюр;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
где найти клиентов на наращивание ресниц;howto;/blog;0;v1;;google
где найти клиентов начинающему психологу;howto;/blog;0;v1;;google
где найти клиентов психологу;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
где найти клиентов репетитору;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как найти клиентов;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
как найти клиентов для карточек вб;howto;/blog;0;v1;;google
как найти клиентов для логистической компании;howto;/blog;0;v1;;google|yandex
как найти клиентов для монтажа видео;howto;/blog;0;v1;;google
как найти клиентов мастеру маникюра;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как найти клиентов на брови;howto;/blog;0;v1;;google|yandex
как найти клиентов на бухгалтерское обслуживание;howto;/blog;0;v1;;google
как найти клиентов на карточки вб;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
как найти клиентов на кератин;howto;/blog;0;v1;;google|yandex
как найти клиентов на кухню;howto;/blog;0;v1;;yandex
как найти клиентов на маникюр;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
как найти клиентов на массаж;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как найти клиентов на массаж новичку;howto;/blog;0;v1;;yandex
как найти клиентов на наращивание волос;howto;/blog;0;v1;;google
как найти клиентов на наращивание ресниц;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как найти клиентов начинающему психологу;howto;/blog;0;v1;;google
как найти клиентов психологу;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
как найти клиентов репетитору;howto;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить рекламу в вк;howto;/blog;0;v1;;yandex
как настроить рекламу в тг канале;howto;/blog;0;v1;;yandex
как работает вк реклама для бизнеса;howto;/blog;0;v1;;yandex
как сделать заявки на вступление в тг канал;howto;/blog;0;v1;;yandex
как сделать заявки на тгк;howto;/blog;0;v1;;yandex
настройка рекламы в вк пошагово;howto;/blog;0;v1;;yandex
где искать клиентов таргетологу;howto;/consult;0;v1;;yandex
как найти клиентов таргетологу;howto;/consult;0;v1;;google
почему недоступно продвижение в инстаграм;howto;/faq;0;v1;;google
как запустить контекстную рекламу в гугл;howto;/google-ads;0;v1;;google
как запустить контекстную рекламу в гугл самостоятельно;howto;/google-ads;0;v1;;yandex
как запустить рекламу в гугл;howto;/google-ads;0;v1;;google|yandex
как запустить рекламу в гугл адс;howto;/google-ads;0;v1;;google
как запустить рекламу в гугл в россии;howto;/google-ads;0;v1;;google
как запустить рекламу в гугл картах;howto;/google-ads;0;v1;;google
как запустить рекламу в google;howto;/google-ads;0;v1;;google
как запустить рекламу сайта в гугл;howto;/google-ads;0;v1;;google
как запустить рекламу google ads;howto;/google-ads;0;base;ae|am|az|by|de|ge|il|kz|md|tj|tr|ua|us|uz;google-v2
как запустить google ads;howto;/google-ads;0;base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google-v2
как настроить динамический ремаркетинг google ads;howto;/google-ads;0;v1;;google
как настроить динамическую рекламу в google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить конверсии в google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить отслеживание конверсий в google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить первую кампанию в google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить рекламу в ads google;howto;/google-ads;0;v1;;yandex
как настроить рекламу google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить ремаркетинг в google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как настроить google adsense;howto;/google-ads;0;base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google-v2
как правильно запустить рекламу в google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как правильно настроить google ads;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
как продвигать трек через google ads;howto;/google-ads;0;v1;;yandex
контекстная реклама гугл как настроить;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
настройка контекстной рекламы самостоятельно;howto;/google-ads;0;v1;;google
настройка рекламы в гугл пошагово;howto;/google-ads;0;v1;;google
реклама в гугл как настроить;howto;/google-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
google ads создать аккаунт;howto;/google-ads;0;v1;;google
где бывает таргетированная реклама кроме инсты;howto;/meta-ads;0;v1;;yandex
где есть таргетированная реклама;howto;/meta-ads;0;v1;;yandex
как включить продвижение в инстаграм;howto;/meta-ads;0;v1;;google
как включить продвижение в инстаграм в россии;howto;/meta-ads;0;v1;;google
как включить рекламу в инстаграме;howto;/meta-ads;0;v1;;yandex
как выглядит таргетированная реклама в инстаграм;howto;/meta-ads;0;v1;;google
как да направим реклама в facebook;howto;/meta-ads;0;v1;;google
как дать рекламу в инстаграм;howto;/meta-ads;0;v1;;yandex
как делается реклама в инстаграме;howto;/meta-ads;0;v1;;yandex
как запустить продвижение в инстаграм;howto;/meta-ads;0;v1;;google
как запустить рекламу в инстаграм;howto;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;yandex|google|google-v2
